Player,Shot,Type,Stroke,Spin,Speed (MPH),Point,Game,Set,Bounce Depth,Bounce Zone,Bounce Side,Bounce (x),Bounce (y),Hit Depth,Hit Zone,Hit Side,Hit (x),Hit (y),Hit (z),Direction,Result,Favorited,Start Time,Video Time
Opponent,1,first_serve,Serve,Slice,45.175224,70,9,1,short,deuce,near,1.939311,6.154067,deep,deuce,far,-0.468895,23.875448,2.203894,down the T,In,false,19:24:29,2592.879883
Pash S,2,first_return,Forehand,Topspin,51.274429,70,9,1,deep,deuce,far,-0.228913,20.876694,deep,deuce,near,3.201934,-0.088758,0.783907,cross court,In,false,19:24:31,2594.449951
Opponent,3,serve_plus_one,Forehand,Topspin,31.555138,70,9,1,short,ad,near,-0.638811,6.70364,deep,ad,far,0.141333,24.46829,1.056147,inside out,In,false,19:24:32,2595.810059
Pash S,4,return_plus_one,Forehand,Topspin,47.541801,70,9,1,deep,deuce_alley,far,-4.821175,21.220024,deep,ad,near,-0.288234,1.395426,1.259453,inside in,Out,false,19:24:34,2598.050049
Opponent,1,first_serve,Serve,Flat,25.295757,71,9,1,short,ad,near,-4.002264,9.57671,deep,ad,far,0.839756,23.347187,2.500503,out wide,In,false,19:24:47,2610.48999
Pash S,1,none,Backhand,Topspin,32.026733,71,9,1,out,ad_alley,near,-4.778572,-0.364464,deep,ad_alley,near,-4.745629,-0.414012,0.699136,cross court,Net,false,19:24:49,2612.800049
Opponent,1,first_serve,Serve,Flat,62.469063,71,9,1,short,deuce,far,-1.713536,18.193853,deep,ad,far,1.178654,24.142595,2.482294,out wide,Net,false,19:24:54,2618.050049
Opponent,1,first_serve,Serve,Flat,44.191845,71,9,1,deep,ad,near,-2.734632,5.237978,deep,ad,far,1.250867,24.188555,2.353825,out wide,Out,false,19:25:02,2625.409912
Pash S,2,first_return,Forehand,Topspin,41.356834,71,9,1,short,ad,far,2.550275,18.111946,out,ad,near,-3.363613,-1.10549,1.085017,inside out,In,false,19:25:03,2626.909912
Pash S,5,none,Feed,Flat,23.382744,71,9,1,short,deuce,far,-1.159467,16.983852,deep,center_line,near,-0.002923,2.465882,1.43362,---,In,false,19:25:07,2630.51001
Opponent,1,first_serve,Serve,Flat,31.734617,72,9,1,short,deuce,near,1.30711,6.42037,deep,deuce,far,-0.987506,23.439278,2.323447,down the T,In,false,19:25:31,2654.530029
Pash S,2,first_return,Backhand,Slice,36.645287,72,9,1,short,ad,near,-3.864467,7.743452,deep,deuce,near,1.125561,0.403236,1.138788,inside in,Net,false,19:25:32,2656.22998
Opponent,1,first_serve,Serve,Flat,63.290894,73,9,1,short,deuce,far,-0.890927,16.580736,deep,ad,far,1.123653,24.826349,2.304487,down the T,Net,false,19:25:42,2666.080078
Opponent,1,first_serve,Serve,Flat,51.055965,73,9,1,deep,ad,near,-1.480259,5.483497,deep,ad,far,1.774146,24.758799,2.48814,down the T,Out,false,19:26:02,2685.26001
Pash S,1,first_serve,Serve,Flat,61.244308,74,10,2,short,ad,far,1.503167,17.987478,deep,deuce,far,-1.375278,24.183794,2.61667,out wide,Net,false,19:27:37,2780.47998
Pash S,1,first_serve,Serve,Flat,49.010971,74,10,2,deep,deuce,near,2.76334,2.999248,deep,deuce,far,-1.509974,24.865885,2.541052,out wide,Out,false,19:27:42,2786.149902
Opponent,2,first_return,Forehand,Slice,32.050674,74,10,2,deep,ad,far,2.582412,20.210785,deep,deuce,near,3.585055,0.127775,0.929189,down the line,In,false,19:27:44,2787.580078
Pash S,1,first_serve,Serve,Flat,64.995735,75,10,2,short,ad,near,-3.033924,6.267049,deep,ad,far,1.610026,23.920488,2.471987,out wide,In,false,19:28:00,2803.969971
Opponent,2,first_return,Backhand,Flat,35.686886,75,10,2,deep,deuce,far,-0.478625,23.60359,out,ad,near,-3.275326,-0.649089,0.104811,down the line,In,false,19:28:01,2805
Pash S,1,first_serve,Serve,Flat,65.434799,76,10,2,deep,deuce,near,2.310581,2.76703,deep,deuce,far,-1.553496,24.680111,2.612286,down the T,Out,false,19:28:11,2815.139893
Pash S,1,first_serve,Serve,Flat,51.208157,76,10,2,deep,deuce,far,-0.227428,19.527075,deep,deuce,far,-0.735962,22.818127,2.57528,down the T,Net,false,19:28:20,2823.52002
Pash S,1,first_serve,Serve,Flat,52.112171,76,10,2,deep,deuce,near,2.918453,5.438241,deep,deuce,far,-1.856611,24.829321,2.657747,out wide,Out,false,19:28:24,2827.389893
Opponent,2,first_return,Forehand,Flat,38.130409,76,10,2,short,deuce,far,-0.598012,16.577993,out,deuce_alley,near,4.696717,-0.767835,1.112415,down the line,In,false,19:28:25,2828.850098
Opponent,0,none,Feed,Flat,17.320551,77,10,2,short,ad,far,0.218316,18.115446,deep,ad,near,-2.141667,-0.41586,0.868863,---,In,false,19:28:31,2834.790039
Pash S,1,first_serve,Serve,Flat,66.759506,77,10,2,short,ad,near,-3.745334,7.957571,out,ad,far,0.975965,25.122643,2.626295,out wide,In,false,19:28:41,2844.800049
Opponent,2,first_return,Backhand,Slice,39.865761,77,10,2,deep,ad,far,3.440486,19.112846,out,ad_alley,near,-4.56249,-1.026651,0.948069,down the line,In,false,19:28:42,2845.899902
Pash S,3,serve_plus_one,Backhand,Topspin,41.70676,77,10,2,short,deuce,near,0.0898,9.996202,deep,ad,far,3.691608,24.093105,0.780388,down the line,In,false,19:28:44,2847.870117
Opponent,4,none,Feed,Topspin,17.320551,77,10,2,deep,deuce,far,-0.398993,18.328672,deep,ad,near,-0.359136,0.887898,0.732124,---,In,false,19:28:48,2852.209961
Pash S,1,first_serve,Serve,Flat,69.361,78,10,2,short,deuce,near,0.694876,6.814463,deep,deuce,far,-1.183722,24.120953,2.649876,down the T,In,false,19:29:13,2876.659912
Opponent,2,first_return,Backhand,Flat,34.484982,78,10,2,short,ad,far,2.058995,15.751686,deep,deuce,near,0.966076,0.049338,1.087698,inside in,In,false,19:29:14,2877.649902
Pash S,3,serve_plus_one,Backhand,Slice,45.556824,78,10,2,short,deuce,near,0.646894,6.628082,deep,ad,far,2.168581,20.566984,0.950071,down the line,In,false,19:29:16,2879.530029
Opponent,4,return_plus_one,Backhand,Slice,21.662292,78,10,2,short,ad,far,2.00716,11.961899,deep,deuce,near,0.146688,3.323976,0.30627,inside in,In,false,19:29:17,2880.72998
Opponent,0,none,Feed,Flat,23.899399,79,10,2,short,deuce,far,-1.457591,18.111946,short,ad,near,-3.638213,7.54815,0.875106,---,In,false,19:29:28,2891.840088
Pash S,1,first_serve,Serve,Slice,62.599941,79,10,2,deep,ad,near,-2.800185,5.464611,deep,ad,far,1.340235,24.496729,2.597701,out wide,Out,false,19:29:40,2903.719971
Opponent,2,none,Backhand,Topspin,37.383793,79,10,2,deep,deuce,far,-1.99605,20.254408,out,ad,near,-3.688147,-2.099266,1.069017,down the line,In,false,19:29:41,2904.889893
Pash S,3,none,Forehand,Topspin,53.583233,79,10,2,deep,deuce,near,3.681983,2.677299,out,deuce,far,-2.075816,26.235971,1.351869,cross court,In,false,19:29:43,2907.189941
Pash S,1,first_serve,Serve,Flat,61.531757,79,10,2,short,ad,near,-2.567143,7.502564,short,ad,far,0.86678,23.500372,2.249221,out wide,In,false,19:29:52,2915.76001
Opponent,2,first_return,Backhand,Flat,46.249962,79,10,2,deep,ad,far,1.879955,20.01828,out,ad_alley,near,-4.499004,-1.726223,0.776876,down the line,In,false,19:29:53,2917.100098
Pash S,3,serve_plus_one,Backhand,Topspin,35.570541,79,10,2,deep,ad,near,-0.353404,5.325492,deep,ad,far,2.139731,24.356604,1.340988,cross court,In,false,19:29:55,2918.669922
Opponent,4,return_plus_one,Forehand,Topspin,63.375008,79,10,2,deep,deuce,far,-3.754978,23.533266,out,ad,near,-0.770216,-1.017045,0.896879,inside in,In,false,19:29:57,2920.800049
Pash S,5,in_play,Forehand,Topspin,33.744854,79,10,2,short,deuce,near,0.617491,8.851058,deep,deuce,far,-2.378247,23.317856,0.94368,cross court,In,false,19:29:59,2922.27002
Opponent,6,in_play,Forehand,Topspin,44.921474,79,10,2,deep,deuce,far,-2.193956,21.973652,deep,deuce,near,1.645359,0.394629,0.633189,cross court,In,false,19:30:00,2924.139893
Pash S,7,in_play,Forehand,Topspin,35.507313,79,10,2,short,ad,near,-0.763634,7.159626,out,deuce,far,-2.399167,25.925215,0.797,down the line,In,false,19:30:02,2925.469971
Opponent,8,in_play,BH Volley,Flat,19.918634,79,10,2,short,deuce,near,0.113571,6.101173,short,ad,near,-0.763634,6.634379,0.737125,down the line,Net,false,19:30:03,2926.870117
Opponent,0,none,Feed,Flat,14.76309,80,10,2,short,deuce,near,0.333554,5.488452,short,deuce,near,2.25053,11.561115,1.290966,---,Net,false,19:30:08,2931.97998
Pash S,1,first_serve,Serve,Flat,88.901161,80,10,2,short,deuce,near,0.782379,7.442416,out,deuce,far,-1.373686,25.017237,2.62589,down the T,In,false,19:30:28,2952.060059
Opponent,2,none,Backhand,Topspin,47.459793,80,10,2,short,deuce,near,1.591357,10.528854,deep,deuce,near,1.087278,-0.412897,0.937454,inside out,Net,false,19:30:29,2953.100098
Opponent,3,none,Feed,Flat,21.650688,80,10,2,short,ad,far,0.112714,18.177811,out,ad,near,-2.54517,-0.655577,0.80078,---,In,false,19:30:34,2958
Pash S,1,first_serve,Serve,Flat,56.502739,80,10,2,short,ad,near,-2.232256,9.295212,out,ad,far,1.678631,25.084936,2.5263,out wide,In,false,19:30:42,2966.01001
Opponent,2,first_return,Backhand,Slice,33.929771,80,10,2,short,ad,far,0.801186,17.490841,out,ad_alley,near,-4.321613,-1.320385,0.442593,down the line,In,false,19:30:44,2967.439941
Pash S,3,serve_plus_one,Forehand,Topspin,37.292213,80,10,2,deep,deuce,near,2.072963,4.862746,deep,ad,far,0.898662,19.756943,0.743389,inside in,In,false,19:30:46,2970.01001
Opponent,4,return_plus_one,Forehand,Flat,48.692612,80,10,2,short,deuce,far,-1.411948,14.656663,deep,deuce,near,1.592854,-0.192953,0.616147,cross court,In,false,19:30:48,2971.610107
Pash S,5,in_play,FH Volley,Flat,19.052607,80,10,2,deep,ad,near,-3.499267,4.348799,short,deuce,far,-1.411948,15.865451,1.278951,down the line,In,false,19:30:49,2972.409912
Opponent,0,none,Feed,Flat,15.999957,82,11,2,short,deuce_alley,near,4.57147,5.916289,short,deuce,near,3.787532,8.748141,2.57907,---,Net,false,19:31:19,3002.540039
Opponent,1,first_serve,Serve,Flat,64.72496,82,11,2,short,ad,far,0.7131,16.464096,deep,deuce,far,-0.997129,23.128046,2.565607,down the T,Net,false,19:31:40,3023.360107
Opponent,1,first_serve,Serve,Flat,27.466076,82,11,2,short,deuce,near,1.423944,6.602565,deep,deuce,far,-1.379558,22.512426,2.449452,down the T,In,false,19:31:45,3028.76001
Pash S,2,first_return,Forehand,Topspin,52.286423,82,11,2,short,ad,far,2.133049,15.426868,deep,deuce,near,2.319691,-0.401762,0.815667,down the line,In,false,19:31:47,3031.199951
Opponent,3,serve_plus_one,Backhand,Slice,32.804008,82,11,2,short,ad,near,-0.645256,7.221932,deep,ad,far,0.631898,23.640396,0.59403,cross court,In,false,19:31:49,3032.72998
Pash S,4,return_plus_one,Forehand,Flat,29.224541,82,11,2,short,ad,far,0.167857,18.209589,short,ad,near,-0.155275,5.293554,0.542014,inside out,In,false,19:31:51,3034.840088
Pash S,5,in_play,BH Volley,Flat,24.248772,82,11,2,short,deuce,far,-1.636247,17.654593,short,ad,near,-1.702201,11.795612,0.910354,down the line,In,false,19:31:53,3036.870117
Pash S,6,in_play,Backhand,Topspin,17.960073,82,11,2,short,deuce,far,-2.739615,15.500267,short,ad,near,-1.696433,9.840328,0.489297,down the line,In,false,19:31:54,3037.77002
Opponent,7,in_play,Forehand,Topspin,50.140503,82,11,2,short,deuce,far,-1.383411,18.113962,deep,deuce,far,-1.120744,20.577175,2.955563,cross court,Net,false,19:31:55,3038.969971
Opponent,1,first_serve,Serve,Flat,51.702511,83,11,2,short,ad,near,-1.34722,8.826297,deep,ad,far,0.878981,23.130939,2.681669,down the T,In,false,19:32:09,3052.850098
Pash S,1,none,Forehand,Flat,34.765095,83,11,2,short,deuce,near,0.703151,5.527153,out,ad,near,-1.852754,-0.84661,0.722214,inside in,Net,false,19:32:11,3054.389893
Opponent,1,first_serve,Serve,Flat,47.438774,83,11,2,deep,ad_alley,near,-4.943074,5.421392,deep,ad,far,0.964723,24.010153,2.455054,out wide,Out,false,19:32:21,3064.459961
Pash S,3,none,Backhand,Slice,41.450466,83,11,2,deep,deuce,far,-3.306847,21.600086,out,ad_alley,near,-4.992801,-1.453776,1.080662,down the line,In,false,19:32:22,3065.899902
Opponent,1,first_serve,Serve,Flat,46.060284,83,11,2,short,ad,near,-3.080996,8.498354,out,ad,far,0.707105,23.67791,2.54105,out wide,In,false,19:33:01,3105.060059
Pash S,2,first_return,Backhand,Slice,36.540325,83,11,2,short,deuce,far,-2.683517,18.173578,deep,ad_alley,near,-4.7819,-0.002544,0.969011,down the line,In,false,19:33:03,3106.629883
Opponent,3,serve_plus_one,Forehand,Topspin,44.371979,83,11,2,deep,deuce,near,0.39934,5.1456,deep,deuce,far,-1.984451,22.350033,0.664388,cross court,In,false,19:33:05,3109.129883
Pash S,4,return_plus_one,Forehand,Flat,36.78212,83,11,2,deep,deuce,far,-1.467003,21.895523,deep,deuce,near,2.058998,0.499336,0.456506,cross court,In,false,19:33:07,3110.969971
Opponent,1,first_serve,Serve,Flat,72.394691,84,11,2,short,deuce,near,2.363022,8.356369,deep,deuce,far,-0.920145,23.517931,2.677424,out wide,In,false,19:33:36,3139.379883
Pash S,1,none,Forehand,Flat,42.484451,84,11,2,deep,deuce,far,-1.800756,18.382603,deep,deuce_alley,near,4.367239,0.348186,0.813996,down the line,In,false,19:33:37,3140.800049
Opponent,1,first_serve,Serve,Flat,43.657051,84,11,2,short,deuce,near,2.034263,8.062294,deep,deuce,far,-0.931235,23.19705,2.580386,down the T,In,false,19:33:46,3149.27002
Pash S,2,first_return,Forehand,Topspin,59.640713,84,11,2,deep,ad,far,3.544019,22.154037,deep,deuce,near,2.92043,-0.274253,1.065137,down the line,In,false,19:33:47,3150.669922
Opponent,1,first_serve,Serve,Flat,78.538277,85,11,2,short,ad,near,-2.318794,5.81686,out,ad,far,1.100175,25.259014,2.603216,down the T,In,false,19:33:59,3162.550049
Pash S,2,first_return,Forehand,Topspin,40.533218,85,11,2,short,center_line,far,0.025111,13.675718,out,ad,near,-3.444266,-0.866636,0.993055,inside in,In,false,19:34:00,3163.580078
Opponent,0,none,Feed,Flat,14.913945,86,12,2,short,ad,far,2.976044,14.221453,short,ad,far,3.886737,14.633588,1.868754,---,Net,false,19:34:16,3179.800049
Pash S,1,first_serve,Serve,Slice,66.089081,86,12,2,short,deuce,far,-3.128941,17.58744,deep,deuce,near,0.896271,0.749408,2.872459,out wide,In,false,19:34:46,3209.790039
Opponent,0,none,Feed,Topspin,19.918634,87,12,2,deep,ad,near,-3.175191,5.413097,out,deuce,far,-3.3793,25.641111,1.069176,---,In,false,19:34:52,3215.72998
Pash S,1,first_serve,Serve,Flat,67.245697,87,12,2,short,deuce,near,2.196611,10.894323,out,ad,near,-3.071689,-0.774697,2.159812,out wide,Net,false,19:35:03,3226.27002
Pash S,1,first_serve,Serve,Flat,46.97509,87,12,2,short,ad,far,1.620232,16.212299,deep,ad,near,-2.40824,1.125652,2.595354,down the T,In,false,19:35:09,3232.840088
Opponent,2,first_return,Forehand,Topspin,49.32679,87,12,2,short,ad,near,-0.272022,6.445388,deep,ad,far,1.940295,24.949867,0.631287,inside out,In,false,19:35:11,3234.449951
Pash S,3,serve_plus_one,Backhand,Topspin,19.940184,87,12,2,short,ad,near,-0.926515,11.072052,short,ad,near,-0.272022,5.920141,0.188428,cross court,Net,false,19:35:11,3235.25
Pash S,1,first_serve,Serve,Slice,79.459663,88,12,2,short,deuce,far,-1.718096,16.563171,deep,deuce,near,0.883948,0.494053,2.450537,down the T,In,false,19:35:29,3252.560059
Opponent,2,first_return,Forehand,Slice,32.825764,88,12,2,deep,deuce,near,0.011507,1.550234,deep,deuce,far,-3.032067,23.627634,1.021484,cross court,In,false,19:35:30,3253.659912
Pash S,3,serve_plus_one,Forehand,Flat,37.975246,88,12,2,short,deuce,far,-1.052587,16.618982,out,ad,near,-0.21081,-1.911277,1.274904,inside in,In,false,19:35:33,3257.219971
Opponent,4,return_plus_one,Forehand,Flat,44.073074,88,12,2,deep,ad,near,-2.476156,1.46467,deep,deuce,far,-1.336978,24.77096,0.598612,down the line,In,false,19:35:36,3259.350098
Pash S,5,in_play,Backhand,Topspin,31.150671,88,12,2,short,ad,far,2.726896,16.485035,out,ad,near,-2.673885,-2.31864,1.141679,cross court,In,false,19:35:37,3260.969971
Opponent,6,in_play,Backhand,Slice,29.532509,88,12,2,short,ad,near,-3.078313,7.235085,deep,ad,far,3.146008,19.957829,0.82821,cross court,In,false,19:35:40,3264.159912
Pash S,7,in_play,Backhand,Topspin,38.58453,88,12,2,short,ad,far,1.7731,16.98674,deep,ad,near,-4.043003,0.904492,0.755499,cross court,In,false,19:35:42,3265.969971
